Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD,Treatment_f
AB3,com+,300720,T02,RIF AB3 SHIFT 1,B4,4,B,RIF,2,R,0.822,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,B5,5,B,RIF,2,R,0.879,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,B6,6,B,RIF,2,R,0.937,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,C1,1,C,RIF,3,X,0.814,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,C2,2,C,RIF,3,X,0.768,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,C3,3,C,RIF,3,X,0.774,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,C4,4,C,RIF,3,R,0.854,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,C5,5,C,RIF,3,R,0.911,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,C6,6,C,RIF,3,R,0.974,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,D1,1,D,RIF,4,X,0.78,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,D2,2,D,RIF,4,X,0.757,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,D3,3,D,RIF,4,X,0.759,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,D4,4,D,RIF,4,R,0.843,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,D5,5,D,RIF,4,R,0.921,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 1,D6,6,D,RIF,4,R,0.967,RIF only
AB3,com+,300720,T02,MIX AB3 SHIFT 1,A1,1,A,MIX,1,X,0.976,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,A2,2,A,MIX,1,X,0.943,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,A3,3,A,MIX,1,X,0.873,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,A4,4,A,MIX,1,S,0.855,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,A5,5,A,MIX,1,R,0.951,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,A6,6,A,MIX,1,B,0.098,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,B1,1,B,MIX,2,X,1.005,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,B2,2,B,MIX,2,X,0.911,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,B3,3,B,MIX,2,X,0.854,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,B4,4,B,MIX,2,S,0.871,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,B5,5,B,MIX,2,R,0.934,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,B6,6,B,MIX,2,B,0.128,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,C1,1,C,MIX,3,X,1.005,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,C2,2,C,MIX,3,X,0.93,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,C3,3,C,MIX,3,X,0.878,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,C4,4,C,MIX,3,S,0.817,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,C5,5,C,MIX,3,R,0.945,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,C6,6,C,MIX,3,B,0.104,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,D1,1,D,MIX,4,X,1.021,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,D2,2,D,MIX,4,X,0.943,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,D3,3,D,MIX,4,X,0.891,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,D4,4,D,MIX,4,S,0.875,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,D5,5,D,MIX,4,R,0.958,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 1,D6,6,D,MIX,4,B,0.073,Mixed
AB3,com+,300720,T02,CMB AB3 SHIFT 1,A1,1,A,CMB,1,X,0.95,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,A2,2,A,CMB,1,X,0.893,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,A3,3,A,CMB,1,X,0.914,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,A4,4,A,CMB,1,B,0.067,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,A5,5,A,CMB,1,B,0.065,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,A6,6,A,CMB,1,B,0.064,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,B1,1,B,CMB,2,X,0.928,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,B2,2,B,CMB,2,X,0.952,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,B3,3,B,CMB,2,X,0.911,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,B4,4,B,CMB,2,B,0.065,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,B5,5,B,CMB,2,B,0.062,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,B6,6,B,CMB,2,B,0.063,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,C1,1,C,CMB,3,X,0.976,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,C2,2,C,CMB,3,X,0.968,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,C3,3,C,CMB,3,X,0.921,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,C4,4,C,CMB,3,B,0.072,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,C5,5,C,CMB,3,B,0.072,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,C6,6,C,CMB,3,B,0.069,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,D1,1,D,CMB,4,X,1.018,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,D2,2,D,CMB,4,X,1.007,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,D3,3,D,CMB,4,X,0.978,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,D4,4,D,CMB,4,B,0.064,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,D5,5,D,CMB,4,B,0.066,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 1,D6,6,D,CMB,4,B,0.066,Combination
AB3,com+,300720,T02,NOD SHIFT 1,A1,1,A,NOD,1,X,0.889,No drug
AB3,com+,300720,T02,NOD SHIFT 1,A2,2,A,NOD,1,X,0.85,No drug
AB3,com+,300720,T02,NOD SHIFT 1,A3,3,A,NOD,1,X,0.833,No drug
AB3,com+,300720,T02,NOD SHIFT 1,A4,4,A,NOD,1,X,0.838,No drug
AB3,com+,300720,T02,NOD SHIFT 1,A5,5,A,NOD,1,X,0.91,No drug
AB3,com+,300720,T02,NOD SHIFT 1,A6,6,A,NOD,1,X,0.958,No drug
AB3,com+,300720,T02,NOD SHIFT 1,B1,1,B,NOD,2,X,0.88,No drug
AB3,com+,300720,T02,NOD SHIFT 1,B2,2,B,NOD,2,X,0.88,No drug
AB3,com+,300720,T02,NOD SHIFT 1,B3,3,B,NOD,2,X,0.863,No drug
AB3,com+,300720,T02,NOD SHIFT 1,B4,4,B,NOD,2,X,0.854,No drug
AB3,com+,300720,T02,NOD SHIFT 1,B5,5,B,NOD,2,X,0.921,No drug
AB3,com+,300720,T02,NOD SHIFT 1,B6,6,B,NOD,2,X,0.965,No drug
AB3,com+,300720,T02,NOD SHIFT 1,C1,1,C,NOD,3,X,0.98,No drug
AB3,com+,300720,T02,NOD SHIFT 1,C2,2,C,NOD,3,X,0.947,No drug
AB3,com+,300720,T02,NOD SHIFT 1,C3,3,C,NOD,3,X,0.928,No drug
AB3,com+,300720,T02,NOD SHIFT 1,C4,4,C,NOD,3,X,0.908,No drug
AB3,com+,300720,T02,NOD SHIFT 1,C5,5,C,NOD,3,X,0.926,No drug
AB3,com+,300720,T02,NOD SHIFT 1,C6,6,C,NOD,3,X,0.967,No drug
AB3,com+,300720,T02,NOD SHIFT 1,D1,1,D,NOD,4,X,0.991,No drug
AB3,com+,300720,T02,NOD SHIFT 1,D2,2,D,NOD,4,X,0.996,No drug
AB3,com+,300720,T02,NOD SHIFT 1,D3,3,D,NOD,4,X,0.995,No drug
AB3,com+,300720,T02,NOD SHIFT 1,D4,4,D,NOD,4,X,0.958,No drug
AB3,com+,300720,T02,NOD SHIFT 1,D5,5,D,NOD,4,X,0.944,No drug
AB3,com+,300720,T02,NOD SHIFT 1,D6,6,D,NOD,4,X,0.95,No drug
AB3,com+,300720,T02,STR AB3 SHIFT 2,A1,1,A,STR,5,X,0.959,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,A2,2,A,STR,5,X,0.993,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,A3,3,A,STR,5,X,0.95,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,A4,4,A,STR,5,S,0.927,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,A5,5,A,STR,5,S,0.9,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,A6,6,A,STR,5,S,0.904,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,B1,1,B,STR,6,X,1.013,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,B2,2,B,STR,6,X,0.996,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,B3,3,B,STR,6,X,0.995,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,B4,4,B,STR,6,S,0.935,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,B5,5,B,STR,6,S,0.923,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,B6,6,B,STR,6,S,0.929,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,C1,1,C,STR,7,X,1.033,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,C2,2,C,STR,7,X,1.015,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,C3,3,C,STR,7,X,1.029,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,C4,4,C,STR,7,S,0.923,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,C5,5,C,STR,7,S,0.894,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,C6,6,C,STR,7,S,0.915,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,D1,1,D,STR,8,X,1.085,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,D2,2,D,STR,8,X,1.059,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,D3,3,D,STR,8,X,1.034,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,D4,4,D,STR,8,S,0.961,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,D5,5,D,STR,8,S,0.95,STP only
AB3,com+,300720,T02,STR AB3 SHIFT 2,D6,6,D,STR,8,S,0.915,STP only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,A1,1,A,RIF,5,X,1.013,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,A2,2,A,RIF,5,X,1.013,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,A3,3,A,RIF,5,X,0.975,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,A4,4,A,RIF,5,R,0.941,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,A5,5,A,RIF,5,R,0.913,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,A6,6,A,RIF,5,R,0.938,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,B1,1,B,RIF,6,X,1.025,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,B2,2,B,RIF,6,X,1.007,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,B3,3,B,RIF,6,X,0.974,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,B4,4,B,RIF,6,R,0.951,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,B5,5,B,RIF,6,R,0.924,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,B6,6,B,RIF,6,R,0.926,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,C1,1,C,RIF,7,X,1.022,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,C2,2,C,RIF,7,X,1.009,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,C3,3,C,RIF,7,X,1.005,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,C4,4,C,RIF,7,R,0.947,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,C5,5,C,RIF,7,R,0.924,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,C6,6,C,RIF,7,R,0.957,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,D1,1,D,RIF,8,X,1.073,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,D2,2,D,RIF,8,X,1.055,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,D3,3,D,RIF,8,X,1.031,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,D4,4,D,RIF,8,R,0.962,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,D5,5,D,RIF,8,R,0.923,RIF only
AB3,com+,300720,T02,RIF AB3 SHIFT 2,D6,6,D,RIF,8,R,0.954,RIF only
AB3,com+,300720,T02,MIX AB3 SHIFT 2,A1,1,A,MIX,5,X,1.011,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,A2,2,A,MIX,5,X,0.953,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,A3,3,A,MIX,5,X,0.951,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,A4,4,A,MIX,5,S,0.884,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,A5,5,A,MIX,5,R,0.933,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,A6,6,A,MIX,5,B,0.068,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,B1,1,B,MIX,6,X,0.969,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,B2,2,B,MIX,6,X,0.953,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,B3,3,B,MIX,6,X,0.946,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,B4,4,B,MIX,6,S,0.905,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,B5,5,B,MIX,6,R,0.92,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,B6,6,B,MIX,6,B,0.076,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,C1,1,C,MIX,7,X,0.961,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,C2,2,C,MIX,7,X,0.963,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,C3,3,C,MIX,7,X,0.948,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,C4,4,C,MIX,7,S,0.927,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,C5,5,C,MIX,7,R,0.923,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,C6,6,C,MIX,7,B,0.112,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,D1,1,D,MIX,8,X,0.996,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,D2,2,D,MIX,8,X,0.956,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,D3,3,D,MIX,8,X,0.931,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,D4,4,D,MIX,8,S,0.911,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,D5,5,D,MIX,8,R,0.9,Mixed
AB3,com+,300720,T02,MIX AB3 SHIFT 2,D6,6,D,MIX,8,B,0.121,Mixed
AB3,com+,300720,T02,CMB AB3 SHIFT 2,A1,1,A,CMB,5,X,0.983,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,A2,2,A,CMB,5,X,0.974,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,A3,3,A,CMB,5,X,0.974,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,A4,4,A,CMB,5,B,0.067,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,A5,5,A,CMB,5,B,0.064,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,A6,6,A,CMB,5,B,0.063,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,B1,1,B,CMB,6,X,0.947,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,B2,2,B,CMB,6,X,0.951,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,B3,3,B,CMB,6,X,0.96,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,B4,4,B,CMB,6,B,0.065,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,B5,5,B,CMB,6,B,0.062,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,B6,6,B,CMB,6,B,0.063,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,C1,1,C,CMB,7,X,0.939,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,C2,2,C,CMB,7,X,0.954,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,C3,3,C,CMB,7,X,0.937,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,C4,4,C,CMB,7,B,0.074,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,C5,5,C,CMB,7,B,0.071,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,C6,6,C,CMB,7,B,0.067,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,D1,1,D,CMB,8,X,0.989,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,D2,2,D,CMB,8,X,0.954,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,D3,3,D,CMB,8,X,0.929,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,D4,4,D,CMB,8,B,0.063,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,D5,5,D,CMB,8,B,0.067,Combination
AB3,com+,300720,T02,CMB AB3 SHIFT 2,D6,6,D,CMB,8,B,0.064,Combination
AB3,com+,300720,T02,NOD 1 SHIFT 2,A1,1,A,NOD,5,X,0.98,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,A2,2,A,NOD,5,X,0.947,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,A3,3,A,NOD,5,X,0.928,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,A4,4,A,NOD,5,X,0.908,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,A5,5,A,NOD,5,X,0.926,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,A6,6,A,NOD,5,X,0.967,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,B1,1,B,NOD,6,X,0.991,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,B2,2,B,NOD,6,X,0.996,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,B3,3,B,NOD,6,X,0.995,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,B4,4,B,NOD,6,X,0.958,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,B5,5,B,NOD,6,X,0.944,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,B6,6,B,NOD,6,X,0.95,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,C1,1,C,NOD,7,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,C2,2,C,NOD,7,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,C3,3,C,NOD,7,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,C4,4,C,NOD,7,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,C5,5,C,NOD,7,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,C6,6,C,NOD,7,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,D1,1,D,NOD,8,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,D2,2,D,NOD,8,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,D3,3,D,NOD,8,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,D4,4,D,NOD,8,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,D5,5,D,NOD,8,X,0,No drug
AB3,com+,300720,T02,NOD 1 SHIFT 2,D6,6,D,NOD,8,X,0,No drug
AB3,com+,310720,T03,STR AB3 SHIFT 1,A1,1,A,STR,1,X,0.853,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,A2,2,A,STR,1,X,0.855,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,A3,3,A,STR,1,X,0.913,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,A4,4,A,STR,1,S,0.948,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,A5,5,A,STR,1,S,0.995,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,A6,6,A,STR,1,S,1.04,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,B1,1,B,STR,2,X,0.802,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,B2,2,B,STR,2,X,0.854,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,B3,3,B,STR,2,X,0.943,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,B4,4,B,STR,2,S,0.933,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,B5,5,B,STR,2,S,0.966,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,B6,6,B,STR,2,S,0.966,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,C1,1,C,STR,3,X,0.778,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,C2,2,C,STR,3,X,0.839,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,C3,3,C,STR,3,X,0.925,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,C4,4,C,STR,3,S,0.933,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,C5,5,C,STR,3,S,0.977,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,C6,6,C,STR,3,S,1.006,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,D1,1,D,STR,4,X,0.812,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,D2,2,D,STR,4,X,0.811,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,D3,3,D,STR,4,X,0.857,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,D4,4,D,STR,4,S,0.858,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,D5,5,D,STR,4,S,0.888,STP only
AB3,com+,310720,T03,STR AB3 SHIFT 1,D6,6,D,STR,4,S,0.915,STP only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,A1,1,A,RIF,1,X,0.879,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,A2,2,A,RIF,1,X,0.882,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,A3,3,A,RIF,1,X,0.956,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,A4,4,A,RIF,1,R,0.946,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,A5,5,A,RIF,1,R,0.99,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,A6,6,A,RIF,1,R,1.032,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,B1,1,B,RIF,2,X,0.799,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,B2,2,B,RIF,2,X,0.847,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,B3,3,B,RIF,2,X,0.919,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,B4,4,B,RIF,2,R,0.939,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,B5,5,B,RIF,2,R,0.957,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,B6,6,B,RIF,2,R,0.947,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,C1,1,C,RIF,3,X,0.847,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,C2,2,C,RIF,3,X,0.856,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,C3,3,C,RIF,3,X,0.934,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,C4,4,C,RIF,3,R,0.995,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,C5,5,C,RIF,3,R,1.02,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,C6,6,C,RIF,3,R,0.984,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,D1,1,D,RIF,4,X,0.894,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,D2,2,D,RIF,4,X,0.876,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,D3,3,D,RIF,4,X,0.897,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,D4,4,D,RIF,4,R,0.93,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,D5,5,D,RIF,4,R,1.013,RIF only
AB3,com+,310720,T03,RIF AB3 SHIFT 1,D6,6,D,RIF,4,R,1.05,RIF only
AB3,com+,310720,T03,MIX AB3 SHIFT 1,A1,1,A,MIX,1,X,0.954,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,A2,2,A,MIX,1,X,0.893,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,A3,3,A,MIX,1,X,0.846,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,A4,4,A,MIX,1,S,0.782,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,A5,5,A,MIX,1,R,0.784,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,A6,6,A,MIX,1,B,0.881,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,B1,1,B,MIX,2,X,0.967,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,B2,2,B,MIX,2,X,0.852,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,B3,3,B,MIX,2,X,0.853,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,B4,4,B,MIX,2,S,0.802,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,B5,5,B,MIX,2,R,0.814,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,B6,6,B,MIX,2,B,0.868,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,C1,1,C,MIX,3,X,1.027,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,C2,2,C,MIX,3,X,0.882,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,C3,3,C,MIX,3,X,0.851,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,C4,4,C,MIX,3,S,0.821,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,C5,5,C,MIX,3,R,0.825,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,C6,6,C,MIX,3,B,0.891,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,D1,1,D,MIX,4,X,0.996,Mixed
AB3,com+,310720,T03,MIX AB3 SHIFT 1,D2,2,D,MIX,4,X,0.916,Mixed
